,0,1,2
1901,griesbrau zu murnau,traditionsbrauerei brauberger zu lubeck,86
1902,cjs brewing company,cbs brewing company,95
1903,nimbus brewing company,limburg brewing company,89
1904,brauerei forst ag,gatzweiler brauerei dusseldorf,86
1905,sailfish bar grill twin rivers brewing co,walking man brewing co,86
1906,three degrees bar brewery brasserie,deka brewery,86
1907,belize brewing co ltd,boscos restaurant brewing co memphis,86
1908,smuttynose brewing company,pisgah brewing co,86
1909,the monk brewery kitchen,deka brewery,86
1910,hanby ales,oulton ales limited,86
1911,piniavos alutis,rosa,68
1912,coachs restaurant,brownstone restaurant brewhouse,86
1913,lumberyard brewing company,pisgah brewing co,86
1914,torin co,walking man brewing co,86
1915,ottenbrau abensberg,osterbrau,70
1916,camerons brewing co,castle eden camerons brewing company ltd,90
1917,york brewery company limited,kirin brewery company limited,88
1918,hatuey brewery,watson bros bistro brewery,86
1919,fish rock brewery,watson bros bistro brewery,86
1920,golden pacific brewing company,ac golden brewing company,89
1921,keuka brewing company,keoki brewing company,90
1922,lazy boy brewing,mt angel brewing company,86
1923,the fox newt fox beer co,boscos restaurant brewing co memphis,86
1924,brasserie de labbaye des rocs sa,brasserie authentique,86
1925,mythos breweries sa,hellenic breweries of atalanti sa,86
1926,abbey bells brewery,deka brewery,86
1927,smolenskoye pivo,shumensko pivo carlsberg,86
1928,ibbl ashkelon tank beer,the perfect pear cafe the vermont beer company,86
1929,de 3 horne bierbrouwerij,antarctica companhia brasileira de bebidas,86
1930,hallenbrick brewery,deka brewery,86
1931,brasserie artisanale de lermitage,brasserie artisanale de redange,88
1932,farmers boy veralum brewery,deka brewery,86
1933,lamere a boire,privatbrauerei burgerbrau naila a wohn ohg,86
1934,jackalope brewing company,jacks brewing company,87
1935,bitter end brewing co,boscos restaurant brewing co memphis,86
1936,holzkirchner oberbrau,osterbrau,70
1937,buffalo brewery aus,deka brewery,86
1938,the prodigal brewery at misty mountain farm,watson bros bistro brewery,86
1939,yozgut bira fabrikasi tekel birasi,birra amiata,60
1940,compania cervecera kunstmann sa,abbaye de leffe sa,86
1941,brauerei eichhof,brauerei eichhorn,91
1942,river bend brewing company,bend brewing company,95
1943,middle east international investments groupmeiig,middle ages brewing co ltd,86
1944,pink elephant brewery the,deka brewery,86
1945,konig von flandern,kaltenberg international konig ludwig international gmbh cokg,86
1946,kirkstall brewery company,deka brewery,86
1947,hopcat,grado plato,60
1948,roanoke railhouse brewery,railhouse brewery,95
1949,jura brau,st georgs brau gmbh,86
1950,grove street brewhouse,brewhouse at whistler high mountain brewing company,86
1951,vale brewery company,nepal brewery company,88
1952,oldershaw brewery,watson bros bistro brewery,86
1953,brauerei st scheidmantel kg,kolberg brauerei,86
1954,the local pub brewery,deka brewery,86
1955,privatbrauerei friedrich dull,privatbrauerei hosl,86
1956,pivara tuzla,carlsberg srbija doo pivara,86
1957,lederer brau gmbh lederer kulturbrauerei,kiesel brau,86
1958,weiland brewery underground,deka brewery,86
1959,columbia brewery,watson bros bistro brewery,86
1960,brouwerij der st benedictusabdij de achelse,bieres de saintlouis,86
1961,darmstadter privatbrauerei gmbh,kaltenberg international konig ludwig international gmbh cokg,86
1962,brauerei tucher brau,kiesel brau,86
1963,brauerei an der thomaskirche,kolberg brauerei,86
1964,skytop steakhouse,pinnacle peak patio steakhouse microbrewery,86
1965,brodies,borsodi brewery,64
1966,eipeltauer privatbrauerei,privatbrauerei burgerbrau naila a wohn ohg,86
1967,streek bieren iwamizawa bakushukan,awa bakushu,90
1968,officina della birra,novecento fabbrica della birra,86
1969,nynashamns angbryggeri,rise bryggeri,69
1970,brauerei julius hummel,brauerei ott,86
1971,masthead brewery,watson bros bistro brewery,86
1972,willoughby brewing company,willoughby brewing,95
1973,pacific beach ale house,ale house,90
1974,nikko brewing,walking man brewing co,86
1975,birrificio indipendente elav,birrificio troll,86
1976,wormtown brewing co,boscos restaurant brewing co memphis,86
1977,bonfire bistro brewery,deka brewery,86
1978,chama river brewing company,mad river brewing company,92
1979,hokkaido brewing,mt angel brewing company,86
1980,lowenbrauerei otto dold,brauerei ott,90
1981,archers brewing wholesale limited,walking man brewing co,86
1982,lil charlies restaurant brewery,deka brewery,86
1983,royal bavaria restaurant brewery,deka brewery,86
1984,loco brewery shimor,deka brewery,86
1985,silverado brewing company,sea dog brewing company,88
1986,italian oasis restaurant and brewery,ram restaurant and brewery,87
1987,sankt gallen brewery,deka brewery,86
1988,brauerei beck co,boscos restaurant brewing co memphis,86
1989,front street brewery,fort street brewery,92
1990,nihon beer j333z333 kk,the perfect pear cafe the vermont beer company,86
1991,palmbrau zorn sohne kg,burgerbrau hersbruck deinlein co kg,86
1992,westbrook brewing co,boscos restaurant brewing co memphis,86
1993,landwehrbrau privatbrauerei worner,privatbrauerei hosl,86
1994,mccall brewing company,carlyle brewing company,89
1995,tullycross tavern microbrewery,hopmonk tavern,86
1996,flossmoor station restaurant brewery,deka brewery,86
1997,furstlich furstenbergische brauerei kg,spessart brauerei gmbh,86
1998,jergensens brewery,deka brewery,86
1999,privatbrauerei fritz egger gmbh co,walking man brewing co,86
2000,brauerei rosengarten ag,brauerei ott,86
2001,hargreaves hill brewing company,hill brewing company,90
2002,privatbrauerei josef sigl kg,privatbrauerei burgerbrau naila a wohn ohg,86
2003,erste dampfbierbrauerei zwiesel w pfeiffer kg,kronenbrauerei rudolf wahl kg,86
2004,the brew pub at mohegan sun,hogshead brew pub,86
2005,stakhanovitz,vityaz,72
2006,brauerei zollerhof,gatzweiler brauerei dusseldorf,86
2007,steinbach brau,restaurant flieger brau,86
2008,strangford lough brewing company ltd,walking man brewing co,86
2009,kaiser brau gmbh co kg,kiesel brau,86
2010,wineglass bay brewery,deka brewery,86
2011,eel river brewing co,boscos restaurant brewing co memphis,86
2012,birrificio barchessa di villa pola,casa di conti,86
2013,bull bones brewhaus grill,klamath basin brewing co the creamery brew pub and grill,86
2014,32 via dei birrai,via priula,86
2015,schongauer brauhaus,furstliches brauhaus ellingen,86
2016,catawba valley brewing company,valley brewing company,95
2017,hoppers grill brewing co,boscos restaurant brewing co memphis,86
2018,bootie brewing company,soo brewing company,88
2019,prison brews,beautiful brews inc,86
2020,intuition ale works,the brew kettle taproom smokehouse production works,86
2021,gaslight brewery restaurant,granite brewery restaurant,87
2022,brauhaus preussen pils gmbh,kaltenberg international konig ludwig international gmbh cokg,86
2023,plan b brewing,walking man brewing co,86
2024,amherst brewing co,ambers brewing co,91
2025,oxford brewing company,four brewing company,90
2026,selins grove brewing company,pisgah brewing co,86
2027,karmeliter brau,restaurant flieger brau,86
2028,cerveceria austral sa,hellenic breweries of atalanti sa,86
2029,dl geary brewing company,red ear brewing company,89
2030,michelstadter rathausbrau,hauffbrau,74
2031,sulimar sp browar cornelius,browar kormoran,86
2032,freedom brewery ltd,deka brewery,86
2033,hornpout brewing,mt angel brewing company,86
2034,kooinda boutique brewery,deka brewery,86
2035,sonnenbrau ag,heineken switzerland ag,86
2036,third street aleworks,high street brewery cafe mcmenamins,86
2037,olde towne brewing co,boscos restaurant brewing co memphis,86
2038,the cellar grill,the blue ridge brewing co,86
2039,pinglehead brewing co brewers pizza,walking man brewing co,86
2040,microbrasserie du lievre,le brassetemps mons microbrasserie le brassetemps,86
2041,market cross pub brewery,deka brewery,86
2042,brauerei eschenbrau,brauerei schanzenbrau,90
2043,montana brewing company,moa brewing company,90
2044,flying dog brewery,deka brewery,86
2045,hill brewing company,yamhill brewing company,93
2046,die weisse salzburger weissbierbrauerei,die weisse,90
2047,harvest moon brewery cafe,harvest moon brewery,95
2048,stadtbrauerei arnstadt,stadtbrauerei spalt,83
2049,xbeeriment is,hank is wiser brewery,86
2050,kolos oao ledyanoy stakanchik,vizit oao,86
2051,mayfield brewing company,boscos restaurant brewing co memphis,86
2052,pratorosso,rosa,68
2053,two goats brewing,whale gulch brewing company,86
2054,yamhill brewing company,hill brewing company,93
2055,st vincent brewary ltd,harvey son ltd,86
2056,mountain ridge brewery,deka brewery,86
2057,brauerei alsfeld ag,gatzweiler brauerei dusseldorf,86
2058,cerveceria el buho,cerveceria artesanal lach sa de cv,86
2059,brauhaus konig sahl erste gasthausbrauerei gotha,kronen brauhaus,86
2060,coors brewing company,coast brewing company,90
2061,billabong brewery,watson bros bistro brewery,86
2062,clinton street brewing,boscos restaurant brewing co memphis,86
2063,logjam microbrewery,brewzzi italian american bistro microbrewery,86
2064,big beaver brewing co,big bay brewing co,87
2065,park bellheimer ag,parkbrauerei park bellheimer ag,90
2066,pints pub and brewery and freehouse,deka brewery,86
2067,chuckanut brewery kitchen,deka brewery,86
2068,stevns bryghus,grauballe bryghus gaardbryggeriet,86
2069,stockade brewery,watson bros bistro brewery,86
2070,sand creek brewing company,kannah creek brewing company,89
2071,societe beninoise de brasseries sobebra,bieres de saintlouis,86
2072,brasserie de bel air,antarctica companhia brasileira de bebidas,86
2073,college green brewery,deka brewery,86
2074,cerveceria artesanal mastra,cerveceria artesanal toro,88
2075,smugglers brewpub grille,backcountry brewery brewpub pizzeria,86
2076,browns brewing company,barons brewing company,95
2077,doghouse brewery co,boscos restaurant brewing co memphis,86
2078,yakima craft brewing co,boscos restaurant brewing co memphis,86
2079,karma,sarmat,73
2080,fox brewery ltd,forth brewery ltd,88
2081,erste obermurtaler brauereigenossenschaft,brauerei goss,76
2082,farmhouse brewing co,firehouse brewing co,90
2083,depot street brewing,boscos restaurant brewing co memphis,86
2084,fordham brewing company,oxford brewing company,89
2085,taps fish house brewery,deka brewery,86
2086,big horse brew pub horse feathers co,walking man brewing co,86
2087,banfi,albani bryggerierne royal unibrew,72
2088,mill creek brewpub,comanche creek brewing company,86
2089,santa fe brewing company,santa monica brewing company,88
2090,wasatch brew pub,harts pub rocks brewing co,86
2091,birrificio lariano,birrificio bresciano montenetto,86
2092,lind brewing company,island brewing company,90
2093,green man brewery,watson bros bistro brewery,86
2094,irish pub sundsvall dublin,hogshead brew pub,86
2095,summerskills brewery,deka brewery,86
2096,san biagio,birreria san gabriel,86
2097,saint somewhere brewing company,pisgah brewing co,86
2098,gol beer cerveja coruja,the perfect pear cafe the vermont beer company,86
2099,keoki brewing company,keuka brewing company,90
2100,abashiri kk,suginoya brewery hamachi shuzo kk,86
2101,american brewing company,marin brewing company,89
2102,bieres de chimay sa,antarctica companhia brasileira de bebidas,86
2103,chez gambrinus,brasserie de silenrieux sa chez lpere sarrasin,86
2104,bruggsmijan,bru,90
2105,caldera brewing company,galena brewing company,89
2106,kagawa brewery,watson bros bistro brewery,86
2107,st john brewers,eastwood the brewer john eastwood,86
2108,portland brewing company,upland brewing company,91
2109,left hand brewing company,brewhouse at whistler high mountain brewing company,86
2110,allendale brew company limited,oulton ales limited,86
2111,brouwerij strubbe,brouwerij de bie dhellekappelle,86
2112,oskar blues grill brew,the brew kettle taproom smokehouse production works,86
2113,beer engine,beer engine the,95
2114,lotsolox brewing company,soo brewing company,88
2115,birrificio boa birrificio ostiense artigianale,birrificio ostiense artigianale boa,95
2116,oceanbryggeriet,haandbryggeriet,80
2117,ch evans brewing company,haines brewing company,87
2118,bar teerenpeli,draught microbrewery bar grill,86
2119,apatinska pivara ad,kamenitza ad,86
2120,stella artois,castelsakartvelo,62
2121,cerveceria de barranquilla,antarctica companhia brasileira de bebidas,86
2122,brasseurs sans gluten,les artisans brasseurs brasserie mibrana,86
2123,bryggeriet djvlebryg aps,mikkeller aps,86
2124,port jeff brewing company,brewhouse at whistler high mountain brewing company,86
2125,microbrasserie charlevoix,le brassetemps mons microbrasserie le brassetemps,86
2126,les 3 brasseurs centropolis,les 3 brasseurs,90
2127,ezo beer kk,the perfect pear cafe the vermont beer company,86
2128,the native brewing co,boscos restaurant brewing co memphis,86
2129,doctors orders brewing,boscos restaurant brewing co memphis,86
2130,cerveceria calchaqui,cerveceria artesanal lach sa de cv,86
2131,la pubilla cerveza artesanal,la grihete,86
2132,gordon biersch brewery restaurant,gordon biersch,90
2133,evil twin brewing,whale gulch brewing company,86
2134,greenport harbor brewing company,arbor brewing company,90
2135,sprig fern brewery,deka brewery,86
2136,happy goblin brewery,deka brewery,86
2137,im international rokko brewery,deka brewery,86
2138,eastern shore brewing,boscos restaurant brewing co memphis,86
2139,st peters brewery co ltd,boscos restaurant brewing co memphis,86
2140,four peaks grill tap,draught microbrewery bar grill,86
2141,phantom canyon brewing company,pisgah brewing co,86
2142,oppigards bryggeri ab,kopparbergs bryggeri ab sofiero banco zeunerts,86
2143,helldorado brewing co,boscos restaurant brewing co memphis,86
2144,wissey valley brewery,wye valley brewery,87
2145,brauerei vasold schmitt,brauerei ott,86
2146,original gravity brewing company,terminal gravity brewing company,91
2147,taps brewing co inc,boscos restaurant brewing co memphis,86
2148,the clocktower brew pub market,hogshead brew pub,86
2149,moab brewery,watson bros bistro brewery,86
2150,solvang brewing company,island brewing company,89
2151,saint ides brewing company,santa fe brewing company,88
